Filename;UnifiedQualityScore;BackgroundUniformity;IlluminationUniformity;LuminanceMean;LuminanceVariance;UnderExposurePrevention;OverExposurePrevention;DynamicRange;Sharpness;CompressionArtifacts;NaturalColour;SingleFacePresent;EyesOpen;MouthClosed;EyesVisible;MouthOcclusionPrevention;FaceOcclusionPrevention;InterEyeDistance;HeadSize;LeftwardCropOfTheFaceImage;RightwardCropOfTheFaceImage;DownwardCropOfTheFaceImage;UpwardCropOfTheFaceImage;HeadPoseYaw;HeadPosePitch;HeadPoseRoll;ExpressionNeutrality;NoHeadCoverings;UnifiedQualityScore.scalar;BackgroundUniformity.scalar;IlluminationUniformity.scalar;LuminanceMean.scalar;LuminanceVariance.scalar;UnderExposurePrevention.scalar;OverExposurePrevention.scalar;DynamicRange.scalar;Sharpness.scalar;CompressionArtifacts.scalar;NaturalColour.scalar;SingleFacePresent.scalar;EyesOpen.scalar;MouthClosed.scalar;EyesVisible.scalar;MouthOcclusionPrevention.scalar;FaceOcclusionPrevention.scalar;InterEyeDistance.scalar;HeadSize.scalar;LeftwardCropOfTheFaceImage.scalar;RightwardCropOfTheFaceImage.scalar;DownwardCropOfTheFaceImage.scalar;UpwardCropOfTheFaceImage.scalar;HeadPoseYaw.scalar;HeadPosePitch.scalar;HeadPoseRoll.scalar;ExpressionNeutrality.scalar;NoHeadCoverings.scalar;
../../../data/tests/images/adult_final_last/m.01167d3z_0002.jpg;22.201094;112.332005;0.331019;0.430565;0.042432;0.030190;0;7.483033;-42;0.956660;0;0;0.058910;0;0.080366;0;0.089259;89.811965;0.369596;2.772548;2.772548;1.217544;1.488109;11.510497;-19.053508;-4.354897;-6862.195312;0;42;50;72;99;77;100;100;94;8;100;100;100;98;97;92;100;91;73;33;100;100;14;4;96;89;99;41;100
../../../data/tests/images/adult_final_last/m.01387g_0004.jpg;18.028183;8.098745;0.149408;0.339354;0.030111;0.148092;0;7.273479;-25;0.682400;0;0;0.047101;0.119973;0;0;0.006133;96.018027;0.438094;3.177798;3.372074;1.021470;1.261144;-41.365440;23.495170;-9.346636;-4653.925781;0;13;96;57;94;90;100;100;91;34;100;100;100;94;79;100;100;99;79;88;100;100;2;0;56;84;97;52;100
../../../data/tests/images/adult_final_last/m.01491d_0003.jpg;17.129505;118.596768;0.159180;0.132675;0.016501;0.589913;0;5.786573;24;0.861171;0.525093;0;0.072786;0.006585;0;0;0.001945;83.598265;0.379659;3.012417;3.050389;1.185276;1.448670;-19.078542;-11.293418;1.470713;-156.845352;0;9;48;58;21;100;100;100;72;95;100;97;100;99;96;100;100;100;66;39;100;100;10;3;89;96;100;72;100
../../../data/tests/images/adult_final_last/m.02215__0002.jpg;21.099552;30.515776;0.423875;0.140327;0.015274;0.489040;0;6.456100;-24;0.876045;100;0;0.062051;0.158347;0;0;0.008418;87.000650;0.395018;2.758621;2.839080;1.145518;1.386013;0.221533;-4.410572;-0.293067;-13928.948242;0.289388;32;85;77;23;100;100;100;81;36;100;0;100;99;67;100;100;99;70;50;100;100;7;2;100;99;100;14;0
../../../data/tests/images/adult_final_last/m.02317g_0002.jpg;20.474997;200.758498;0.718090;0.133992;0.003443;0.285237;0;5.820277;-32;0.873331;0;0;0.102542;0.054503;0.088768;0;0.069188;87.852100;0.412820;2.755710;2.836084;1.096120;1.326244;-7.542887;14.244299;-2.681957;-2707.649414;0;27;25;91;21;51;100;100;73;22;100;100;100;100;92;91;100;93;71;64;100;100;5;1;98;94;100;61;100
../../../data/tests/images/adult_final_last/m.02394q_0001.jpg;27.984570;42.023268;0.538086;0.165960;0.020370;0.446180;0;6.739053;-27;0.940258;0;0;0.063954;0.113944;0.013920;0;0.028189;84.352021;0.394931;2.879518;2.939759;1.152101;1.379989;-10.272199;11.140596;-3.635151;-5678.674316;0;87;80;83;34;99;100;100;84;30;100;100;100;99;81;99;100;97;67;50;100;100;8;1;97;96;100;47;100
../../../data/tests/images/adult_final_last/m.02602rw_0002.jpg;27.664019;92.581317;0.515152;0.059811;0.005918;0.801989;0;5.281960;-39;0.950018;0;0;0.081914;0.160640;0;0;0.007268;91.015857;0.420193;2.853909;2.901474;1.076885;1.302971;22.487665;3.485902;4.277898;-2329.417725;0;86;58;82;6;73;89;100;66;11;100;100;100;100;66;100;100;99;74;71;100;100;4;1;85;100;99;63;100
../../../data/tests/images/adult_final_last/m.0260591_0003.jpg;21.386126;43.077405;0.181661;0.044713;0.004493;0.880508;0;4.616809;-26;0.945274;0;0;0.075407;0.187149;0;0;0.013620;94.462872;0.401639;2.658699;2.735603;1.132858;1.356939;-15.512080;6.343496;-3.148101;-10657.563477;0.415472;35;79;60;4;62;62;100;58;32;100;100;100;100;55;100;100;99;77;55;100;100;6;1;93;99;100;24;0
../../../data/tests/images/adult_final_last/m.02623yx_0003.jpg;18.861523;9.730997;0.258876;0.133777;0.015309;0.472067;0;6.456131;-32;0.934963;0;0;0.046957;0.097977;0.014563;0;0.051671;102.388665;0.460002;3.118151;3.144465;0.983692;1.190213;42.069389;24.448651;16.539774;-4426.768066;0;17;95;67;21;100;100;100;81;22;100;100;100;94;85;99;100;95;83;90;100;100;2;0;55;83;92;53;100
../../../data/tests/images/adult_final_last/m.02624t_0003.jpg;29.218966;31.297444;0.200184;0.417889;0.023649;0.011835;0;7.282084;-31;0.940146;0;0;0.112611;0.010029;0;0;0.000219;83.029076;0.352520;2.975309;2.962963;1.283615;1.553104;-12.692879;-13.448247;3.360642;-3753.487305;0;92;85;62;99;96;100;100;91;23;100;100;100;100;96;100;100;100;66;25;100;100;24;8;95;95;100;56;100
