Filename;UnifiedQualityScore;BackgroundUniformity;IlluminationUniformity;LuminanceMean;LuminanceVariance;UnderExposurePrevention;OverExposurePrevention;DynamicRange;Sharpness;CompressionArtifacts;NaturalColour;SingleFacePresent;EyesOpen;MouthClosed;EyesVisible;MouthOcclusionPrevention;FaceOcclusionPrevention;InterEyeDistance;HeadSize;LeftwardCropOfTheFaceImage;RightwardCropOfTheFaceImage;DownwardCropOfTheFaceImage;UpwardCropOfTheFaceImage;HeadPoseYaw;HeadPosePitch;HeadPoseRoll;ExpressionNeutrality;NoHeadCoverings;UnifiedQualityScore.scalar;BackgroundUniformity.scalar;IlluminationUniformity.scalar;LuminanceMean.scalar;LuminanceVariance.scalar;UnderExposurePrevention.scalar;OverExposurePrevention.scalar;DynamicRange.scalar;Sharpness.scalar;CompressionArtifacts.scalar;NaturalColour.scalar;SingleFacePresent.scalar;EyesOpen.scalar;MouthClosed.scalar;EyesVisible.scalar;MouthOcclusionPrevention.scalar;FaceOcclusionPrevention.scalar;InterEyeDistance.scalar;HeadSize.scalar;LeftwardCropOfTheFaceImage.scalar;RightwardCropOfTheFaceImage.scalar;DownwardCropOfTheFaceImage.scalar;UpwardCropOfTheFaceImage.scalar;HeadPoseYaw.scalar;HeadPosePitch.scalar;HeadPoseRoll.scalar;ExpressionNeutrality.scalar;NoHeadCoverings.scalar;
../../../data/tests/images/children_full_moved_chunks/chunk_1/African_0_0.png;21.233467;162.705495;0.329640;0.084315;0.006262;0.716862;0;5.723622;47;0.898545;0;0;0.112712;0.171411;0;0;0.008926;106.110321;0.466714;1.904305;1.923160;1.114172;1.028467;1.469047;-15.021845;0.164416;-14166.879883;0;34;34;72;9;76;98;100;72;100;100;100;100;100;62;100;100;99;86;83;100;100;5;0;100;93;100;14;100
../../../data/tests/images/children_full_moved_chunks/chunk_1/African_0_1.png;21.258804;90.363855;0.609568;0.108497;0.010054;0.592055;0;6.148537;47;0.900245;0;0;0.085482;0.236041;0;0;0.042667;108.800089;0.480350;1.893864;1.960483;1.061726;1.020090;-15.033847;-2.487520;0.081814;-16719.972656;0.006008;34;59;86;14;93;100;100;77;100;100;100;100;100;35;100;100;96;87;71;100;100;3;0;93;100;100;9;100
../../../data/tests/images/children_full_moved_chunks/chunk_1/African_100_1.png;19.901749;94.363332;0.240000;0.135628;0.018415;0.502809;0;6.472321;40;0.965779;0;0;0.053737;0.250025;0;0;0.002620;108.883419;0.510982;1.866227;1.931545;0.952414;1.004601;-10.183616;-18.486835;4.386863;-12567.042969;0;23;57;65;22;100;100;100;81;99;100;100;100;97;30;100;100;100;87;46;100;100;1;0;97;90;99;18;100
../../../data/tests/images/children_full_moved_chunks/chunk_1/African_100_3.png;20.915359;139.023632;0.291454;0.152952;0.020221;0.469387;0;6.621154;35;0.968849;0;0;0.104238;0.006250;0;0;0.029193;112.028661;0.533344;1.830357;1.848214;0.924982;0.949981;-1.296061;-8.813108;0.299717;292.654541;0;31;41;69;28;99;100;100;83;98;100;100;100;100;96;100;100;97;89;32;100;100;1;0;100;98;100;74;100
../../../data/tests/images/children_full_moved_chunks/chunk_1/African_101_0.png;24.882755;117.132812;0.018519;0.193522;0.026933;0.412887;0;6.908666;42;0.968643;0;0;0.086882;0.009365;0;0;0.001728;92.071468;0.503377;2.108198;2.151666;0.933693;1.052888;-1.883268;-11.936081;-0.300062;10917.659180;0;67;48;30;47;93;100;100;86;99;100;100;100;100;96;100;100;100;75;51;100;100;1;0;100;96;100;96;100
../../../data/tests/images/children_full_moved_chunks/chunk_1/African_101_1.png;22.691751;127.232600;0.454694;0.190418;0.025748;0.297221;0.000413;6.916044;42;0.974530;0;0;0.107050;0.006249;0;0.429907;0.204447;95.209946;0.533461;2.111582;2.038045;0.887288;0.987264;1.193657;-11.295080;-3.208758;-10125.308594;0;47;45;79;45;94;100;96;86;99;100;100;100;100;96;100;57;80;78;32;100;100;1;0;100;96;100;26;100
../../../data/tests/images/children_full_moved_chunks/chunk_1/African_102_0.png;25.508774;116.987500;0.063272;0.175559;0.025366;0.450596;0;6.813058;34;0.949041;0;0;0.083709;0.006331;0;0;0.006273;100.132432;0.526522;2.037455;1.957555;0.924305;0.974952;0.701750;-5.052213;3.248704;8009.319336;0.120536;72;49;44;38;95;100;100;85;98;100;100;100;100;96;100;100;99;82;36;100;100;1;0;100;99;100;93;0
../../../data/tests/images/children_full_moved_chunks/chunk_1/African_102_1.png;19.970594;110.892469;0.021626;0.190420;0.031622;0.430501;0;6.979756;44;0.977313;0;0;0.080963;0.374148;0;0.264120;0.084997;102.228394;0.556946;2.045484;1.888892;0.867828;0.927678;-1.828895;-5.425146;4.049930;-14235.163086;0.119847;24;51;32;45;88;100;100;87;99;100;100;100;100;5;100;74;92;83;21;100;100;0;0;100;99;100;14;0
../../../data/tests/images/children_full_moved_chunks/chunk_1/African_103_0.png;22.463882;153.186816;0.053260;0.247538;0.031515;0.200230;0;7.221366;47;0.979150;0;0;0.085997;0;0;0;0.038220;103.019611;0.573394;1.931675;1.980209;0.813867;0.930134;0.111699;-11.805719;-1.731667;-1736.117676;0;45;37;41;72;89;100;100;90;100;100;100;100;100;97;100;100;96;84;16;100;100;0;0;100;96;100;66;100
../../../data/tests/images/children_full_moved_chunks/chunk_1/African_103_2.png;21.683672;159.240696;0.136327;0.231810;0.024464;0.216800;0;7.115986;39;0.952210;0;0;0.061519;0.071926;0;0;0.050057;101.431758;0.511886;1.990001;1.980101;0.937708;1.015850;5.257983;-13.340928;-0.598036;-15057.031250;0;38;35;55;65;96;100;100;89;99;100;100;100;98;89;100;100;95;83;45;100;100;1;0;99;95;100;12;100
